name,age,nationality,club,overall,potential,valueEuros,weakFoot,skillMoves,position,pace,shooting,passing,dribbling,defending,physical
Li Peng,28,China PR,Shanghai Greenland Shenhua FC,61,63,250000,2,2,RCB,52,28,36,33,59,77
S. Wilson,26,England,Oldham Athletic,61,63,300000,3,2,ST,81,57,45,59,34,60
N. Mohammad,27,Germany,KFC Uerdingen 05,61,63,270000,4,2,RES,71,34,49,57,61,69
S. Al Qeshtah,26,Saudi Arabia,Al Hazem,61,63,270000,3,2,SUB,47,27,40,47,61,64
R. Tone,27,Japan,Oita Trinita,61,63,260000,2,2,RES,52,34,47,41,60,64
V. Rață,26,Moldova,Chindia Târgovişte,61,63,270000,4,2,SUB,54,54,53,51,59,67
M. O'Brien,26,Republic of Ireland,Newport County,61,62,260000,2,2,RCB,50,37,43,42,58,74
R. Murray,27,Republic of Ireland,Sligo Rovers,61,62,290000,3,3,SUB,82,60,56,63,24,61
C. Clay,27,England,Leyton Orient,61,62,280000,3,2,RCM,64,52,57,60,53,72
J. Keohane,28,Republic of Ireland,Rochdale,61,62,250000,3,3,RB,76,57,61,63,57,60
J. Tjørnelund,27,Denmark,Hobro IK,61,62,250000,3,2,SUB,75,37,55,59,57,65
A. Amadi-Holloway,26,Wales,Brisbane Roar,61,62,300000,3,2,RM,70,56,48,61,46,71
H. Toivomäki,27,Finland,HJK Helsinki,61,62,250000,3,2,RCB,73,36,51,59,61,62
M. Sørensen,26,Denmark,Silkeborg IF,61,62,300000,4,2,RM,75,54,54,65,28,60
F. Pinteaux,27,France,FC Chambly Oise,61,62,250000,3,2,RES,69,40,53,51,58,67
Moyita,26,Spain,RCD Mallorca,61,62,300000,3,2,RES,59,58,57,66,31,47
Liu Yang,28,China PR,Tianjin TEDA FC,61,62,250000,2,2,LCB,61,36,48,53,59,69
L. Lozoya,26,Mexico,Tiburones Rojos de Veracruz,61,62,260000,2,2,SUB,58,34,41,61,64,61
Feng Jing,25,China PR,Chongqing Dangdai Lifan FC SWM Team,61,62,300000,3,2,RES,70,57,56,60,42,68
D. Cortés,27,Colombia,Jaguares de Córdoba,61,62,290000,3,3,SUB,73,59,49,64,21,52
V. Golemić,28,Serbia,Crotone,61,62,250000,3,2,SUB,43,28,29,34,61,71
M. Hofrath,26,Germany,SV Waldhof Mannheim,61,62,260000,2,2,SUB,73,39,54,58,57,68
M. Currarino,26,Italy,Virtus Entella,61,62,300000,3,3,RES,69,60,45,63,26,47
B. Kindsvater,26,Germany,TSV 1860 München,61,62,300000,3,2,RM,76,55,55,61,27,52
N. Albadawi,27,Palestine,FC Cincinnati,61,62,290000,3,3,RES,63,52,59,66,43,56
J. Portillo,26,United States,Real Salt Lake,61,62,290000,2,2,SUB,62,51,60,63,56,54
Sanz,26,Spain,CD Mirandés,61,62,300000,3,2,SUB,69,60,59,61,30,45
D. Bulman,40,England,Crawley Town,61,61,0,3,2,CDM,46,44,56,57,58,75
C. O'Grady,33,England,Oldham Athletic,61,61,160000,3,2,SUB,51,61,45,48,36,81
D. Flinta,35,Denmark,Silkeborg IF,61,61,80000,2,2,SUB,36,40,52,52,58,68
M. Moström,36,Sweden,Molde FK,61,61,80000,2,2,SUB,71,51,56,60,50,40
Kim Seung Yong,34,Korea Republic,Incheon United FC,61,61,130000,3,3,SUB,54,62,65,61,44,51
T. Soares,32,England,Stevenage,61,61,190000,3,2,RCM,53,60,60,60,59,69
J. O'Brien,33,Republic of Ireland,Shamrock Rovers,61,61,110000,4,2,LB,43,43,59,60,64,65
M. McGlinchey,32,New Zealand,Central Coast Mariners,61,61,200000,3,3,SUB,63,58,59,62,57,60
E. Nolan,30,Republic of Ireland,Crewe Alexandra,61,61,200000,4,2,LCB,66,38,51,55,60,69
G. Coke,33,England,Oldham Athletic,61,61,150000,3,2,SUB,66,58,59,58,56,64
S. Old,33,New Zealand,Morecambe,61,61,120000,3,2,LCB,51,21,43,49,60,66
D. Vržogić,29,Germany,SV Meppen,61,61,210000,3,2,SUB,66,46,56,62,59,59
J. McNulty,34,Scotland,Rochdale,61,61,90000,2,2,LCB,44,38,51,53,60,64
J. Harris,32,England,Macclesfield Town,61,61,190000,2,2,LCM,61,56,59,61,56,63
Cui Peng,32,China PR,Shandong Luneng TaiShan FC,61,61,160000,3,2,SUB,46,54,61,56,56,65
Liu Weidong,32,China PR,Chongqing Dangdai Lifan FC SWM Team,61,61,200000,3,2,SUB,78,58,55,60,39,63
Lei Yongchi,30,China PR,Tianjin TEDA FC,61,61,240000,1,3,SUB,62,57,57,63,40,61
K. Etuhu,31,Nigeria,Carlisle United,61,61,190000,3,2,SUB,59,59,59,57,56,68
B. Tozer,29,England,Cheltenham Town,61,61,210000,3,2,CB,59,49,48,44,58,80
A. Maccoppi,32,Italy,Servette FC,61,61,160000,3,2,SUB,53,37,51,55,58,69
S. Frederiksen,29,Denmark,SønderjyskE,61,61,250000,3,2,RES,56,57,54,63,47,69
João Pereira,29,Portugal,SønderjyskE,61,61,210000,3,2,SUB,68,42,57,58,59,69
T. Miller,29,England,Bury,61,61,210000,3,2,SUB,54,49,57,55,60,65
J. McGlashan,31,England,Swindon Town,61,61,220000,3,3,SUB,81,50,53,64,32,45
Feng Renliang,31,China PR,Beijing Renhe FC,61,61,220000,4,3,SUB,74,53,52,65,30,54
R. Siemaszko,32,Poland,Arka Gdynia,61,61,200000,3,2,SUB,63,57,46,60,44,66
Choi Hyun Tae,31,Korea Republic,Jeju United FC,61,61,220000,3,2,RES,67,63,61,60,60,72
M. Dolan,26,England,Newport County,61,61,270000,2,2,LCM,66,57,63,64,47,67
F. Adjei,28,Ghana,WSG Tirol,61,61,250000,3,3,LWB,76,54,55,61,56,66
O. Sveen,29,Norway,FK Bodø/Glimt,61,61,240000,4,2,SUB,74,60,55,59,56,66
Park Sun Yong,30,Korea Republic,Pohang Steelers,61,61,230000,3,2,RES,63,33,61,60,58,68
N. Fitzgerald,27,Australia,Newcastle Jets,61,61,260000,3,3,LM,82,57,54,61,41,64
M. Al Qarni,29,Saudi Arabia,Al Wehda,61,61,220000,3,2,SUB,61,50,53,56,59,68
M. Hazazi,31,Saudi Arabia,Damac FC,61,61,180000,2,2,RB,83,43,53,59,53,62
A. Khrees,28,Saudi Arabia,Al Faisaly,61,61,220000,4,2,SUB,69,50,53,57,58,70
M. Majrashi,28,Saudi Arabia,Al Fateh,61,61,260000,3,2,SUB,66,57,47,61,24,74
A. Majrashi,27,Saudi Arabia,Al Fayha,61,61,220000,3,2,SUB,78,30,49,60,58,60
Park Hee Seong,29,Korea Republic,FC Seoul,61,61,250000,3,2,RES,50,57,41,57,25,71
J. Matt,29,Jamaica,Newport County,61,61,250000,2,2,RS,63,57,41,53,24,75
Jwa Joon Hyeop,28,Korea Republic,Gyeongnam FC,61,61,250000,3,2,RES,54,47,60,60,54,79
Kim Tae Ho,29,Korea Republic,Incheon United FC,61,61,210000,3,2,RES,67,28,43,54,61,67
Jung Seon Ho,30,Korea Republic,Daegu FC,61,61,210000,3,2,SUB,45,56,60,61,57,64
Jo Soo Chul,28,Korea Republic,Sangju Sangmu FC,61,61,250000,3,2,SUB,54,49,59,62,47,63
C. Elliott,28,England,Carlisle United,61,61,220000,3,2,RB,76,56,56,62,58,73
A. Arboleda,32,Colombia,Jaguares de Córdoba,61,61,160000,2,2,SUB,51,33,48,48,59,79
J. Vieyra,27,Argentina,Club Atlético Huracán,61,61,260000,3,2,SUB,67,47,61,63,53,65
J. Thorsen,29,Denmark,AC Horsens,61,61,240000,3,2,LM,65,50,59,59,61,71
Ely,28,Cape Verde,Gaz Metan Mediaş,61,61,250000,2,3,SUB,59,61,58,62,25,67
K. Al Kaabi,27,Saudi Arabia,Al Faisaly,61,61,260000,3,3,RM,79,57,55,62,21,50
M. O'Sullivan,36,Republic of Ireland,Cork City,61,61,90000,3,2,SUB,71,59,46,53,35,68
Zhou Tong,29,China PR,Wuhan Zall,61,61,250000,4,3,SUB,82,47,59,63,48,45
Bai Yuefeng,32,China PR,Tianjin TEDA FC,61,61,160000,3,2,RB,62,53,56,55,61,70
K. Akyüz,30,Turkey,Denizlispor,61,61,200000,3,3,SUB,53,37,47,58,62,56
N. Mousa,32,Saudi Arabia,Al Hazem,61,61,160000,3,2,SUB,82,52,51,58,56,68
N. Atangana,29,France,Exeter City,61,61,240000,3,2,SUB,68,47,56,58,60,78
L. Marić,32,Croatia,Arka Gdynia,61,61,160000,3,2,RES,57,32,51,57,59,67
Jiang Jihong,29,China PR,Guangzhou R&F FC,61,61,210000,2,2,LCB,57,28,38,33,59,71
K. Garcia,28,United States,Houston Dynamo,61,61,220000,3,2,SUB,33,21,41,33,60,69
S. Al Masrahi,32,Saudi Arabia,Damac FC,61,61,160000,3,2,SUB,32,24,34,35,59,74
G. Reilly,26,Scotland,Cheltenham Town,61,61,280000,3,2,SUB,75,59,50,61,22,60
R. Takahashi,25,Japan,Matsumoto Yamaga,61,61,270000,3,2,LM,72,43,49,66,51,70
I. Isa,30,Bulgaria,Bulgaria,61,61,0,3,2,,50,60,46,58,21,69
S. Lewicki,31,Poland,Raków Częstochowa,61,61,230000,3,2,SUB,48,62,46,52,45,69
F. Ali,27,Sweden,AFC Eskilstuna,61,61,260000,3,2,LM,66,54,59,62,45,63
Wang Wei,30,China PR,Shanghai Greenland Shenhua FC,61,61,240000,4,2,SUB,71,45,57,61,44,63
D. Lloyd,27,England,Salford City,61,61,260000,2,3,SUB,74,58,57,62,32,58
Zhang Cheng,30,China PR,Tianjin Quanjian FC,61,61,200000,3,2,RB,66,27,49,55,59,66
A. Al Fiqi,26,Saudi Arabia,Al Hilal,61,61,270000,2,3,RES,73,47,56,63,38,50
W. Piñones,31,Chile,Deportes Iquique,61,61,180000,3,2,LB,55,43,59,55,61,65
E. Kupen,29,Norway,FK Bodø/Glimt,61,61,250000,3,2,SUB,83,58,43,62,23,57
Ma Xingyu,29,China PR,Henan Jianye FC,61,61,240000,3,2,SUB,64,40,53,57,63,67
P. Di Nardo,29,Switzerland,Neuchâtel Xamax,61,61,220000,3,2,CDM,58,45,55,59,58,69
Javi Pérez,33,Spain,Extremadura UD,61,61,150000,3,2,RES,56,54,59,59,58,67
T. Englund,30,Sweden,Falkenbergs FF,61,61,200000,2,2,SUB,68,40,48,52,60,65
Liu Yi,30,China PR,Wuhan Zall,61,61,200000,4,2,LCB,62,23,40,36,62,64
M. Pleașcă,29,Romania,Gaz Metan Mediaş,61,61,210000,3,2,RB,63,27,46,58,59,58
R. Dâlbea,37,Romania,FC Hermannstadt,61,61,80000,2,2,RDM,33,52,56,53,54,78
N. Bădic,27,Romania,Politehnica Iaşi,61,61,220000,3,2,SUB,64,24,45,52,61,61
O. Ceylan,28,Turkey,Gazişehir Gaziantep F.K.,61,61,220000,2,2,SUB,68,30,45,60,61,59
B. Șandru,29,Romania,Chindia Târgovişte,61,61,210000,2,2,SUB,53,30,43,38,60,72
C. Dinu,30,Romania,Chindia Târgovişte,61,61,200000,3,2,SUB,62,25,53,63,56,68
D. Novac,31,Romania,Chindia Târgovişte,61,61,220000,3,2,CDM,63,48,58,61,46,59
A. Țigănașu,29,Romania,FC Botoşani,61,61,210000,3,2,LB,68,29,51,50,59,63
D. Pillai,31,India,India,61,61,0,3,3,,70,50,58,61,45,62
A. Velasco,16,Argentina,Independiente,60,83,450000,3,3,SUB,68,50,55,62,47,50
M. Bird,18,England,Derby County,60,82,475000,2,2,SUB,68,46,59,56,47,47
Y. Begraoui,17,France,AJ Auxerre,60,82,450000,5,2,RES,75,59,43,61,20,51
A. Bella-Kotchap,17,Germany,VfL Bochum 1848,60,82,425000,5,2,SUB,72,25,37,35,60,69
C. Haydar,18,Colombia,Junior FC,60,82,450000,3,2,SUB,60,29,41,45,59,62
E. Alvarez,17,Mexico,LA Galaxy,60,81,450000,3,2,SUB,67,58,55,65,27,39
A. Balanta,19,Colombia,Deportivo Cali,60,80,425000,3,2,CDM,65,42,52,54,60,62
E. Sørensen,19,Denmark,Carlisle United,60,80,450000,3,2,SUB,64,62,44,57,18,49
S. Sohm,18,Switzerland,FC Zürich,60,80,400000,3,2,SUB,72,42,55,60,58,73
P. Glatzel,18,Germany,Liverpool,60,80,425000,3,3,RES,68,60,51,59,30,49
V. De Baunbag,18,Spain,RCD Mallorca,60,80,425000,3,2,RES,74,56,52,63,26,59
I. Gruev,19,Bulgaria,SV Werder Bremen,60,80,425000,2,3,RES,54,48,60,59,55,58
A. Hickey,17,Scotland,Heart of Midlothian,60,80,375000,4,2,LB,67,43,60,60,58,53
M. Mercan,18,Germany,FC Schalke 04,60,80,425000,4,2,RES,64,61,60,63,49,46
J. Latibeaudiere,19,England,Manchester City,60,79,425000,3,2,RES,61,28,42,47,60,59
B. Wilmot,19,England,Swansea City,60,79,425000,3,2,SUB,46,29,39,30,59,61
A. Karnuçu,19,Turkey,Galatasaray SK,60,79,425000,2,2,SUB,48,42,54,56,60,59
A. Lewis,19,England,Liverpool,60,79,400000,2,2,RES,66,36,57,60,57,58
C. Bassett,17,United States,Colorado Rapids,60,79,400000,3,2,SUB,61,51,60,61,55,57
N. Djouahra,19,France,Real Sociedad,60,79,450000,3,2,RES,62,53,59,61,30,36
D. Vlahovic,19,Serbia,Fiorentina,60,79,450000,3,2,SUB,59,61,49,55,24,57
A. van der Heide,17,Netherlands,SC Heerenveen,60,79,400000,3,3,SUB,78,54,51,67,25,45
K. Sardella,17,Belgium,RSC Anderlecht,60,79,375000,3,2,RB,69,36,58,63,55,53
P. Bargiel,19,Poland,Milan,60,78,450000,3,2,RES,79,53,55,65,32,44
L. Sandoval,20,Colombia,Junior FC,60,78,450000,3,2,RES,77,55,51,59,36,57
B. Adekanye,20,Netherlands,Lazio,60,78,450000,2,3,RES,72,56,52,64,30,53
V. Kušej,19,Czech Republic,SG Dynamo Dresden,60,78,450000,3,2,RES,73,56,50,65,23,42
B. Garré,18,Argentina,Manchester City,60,78,425000,3,4,RES,73,55,53,66,32,46
G. Corbo,19,Italy,Bologna,60,78,425000,2,2,SUB,51,26,37,45,62,57
J. Scott,18,Scotland,Motherwell,60,78,425000,2,2,ST,73,57,37,52,20,66
J. Peñaloza,19,Colombia,SD Huesca,60,78,450000,4,2,RES,67,58,55,63,29,45
F. Navarro,19,Argentina,Club Atlético Talleres,60,78,450000,3,2,SUB,64,46,57,63,59,50
F. Hartmann,18,Germany,RB Leipzig,60,78,425000,3,2,RES,68,64,48,63,24,46
I. Tarasov,19,Russia,HJK Helsinki,60,78,450000,3,2,RES,88,49,45,66,21,53
T. Raschl,19,Germany,Borussia Dortmund,60,78,425000,3,2,RES,64,44,59,61,53,61
Lee Soo Bin,19,Korea Republic,Pohang Steelers,60,78,450000,3,2,CAM,57,45,55,65,45,43
G. Ahadme,18,Morocco,Norwich City,60,78,425000,2,2,RES,60,58,43,55,29,60
L. Greiml,17,Austria,SK Rapid Wien,60,78,375000,2,2,RES,57,30,41,39,60,64
Jesús Alvarez,19,Spain,Real Zaragoza,60,78,425000,3,2,RES,58,34,42,44,60,63
B. Bida,18,Poland,Jagiellonia Białystok,60,78,425000,3,2,LM,82,57,53,63,21,49
W. Taïbi,17,France,Angers SCO,60,78,400000,3,3,RES,59,48,62,65,41,43
A. Martina,18,Italy,Trapani,60,78,400000,3,2,RES,79,43,50,56,58,56
T. Baack,20,Germany, SSV Jahn Regensburg,60,77,425000,2,2,SUB,59,25,40,42,62,57
J. Pereyra,20,Argentina,Rosario Central,60,77,450000,2,2,SUB,63,55,61,64,40,61
G. Güney,20,Turkey,Galatasaray SK,60,77,425000,3,2,RES,57,48,56,59,57,60
B. Morris,19,England,Ipswich Town,60,77,450000,3,2,RES,77,61,51,62,21,39
R. Sears,20,England,Shrewsbury,60,77,425000,3,2,SUB,74,37,47,56,55,67
O. Brynhildsen,20,Norway,Stabæk Fotball,60,77,450000,3,2,SUB,72,53,52,66,43,54
E. Vertainen,20,Finland,HJK Helsinki,60,77,450000,3,2,SUB,76,57,52,59,35,66
S. Szota,20,Poland,Wisła Kraków,60,77,425000,2,2,SUB,76,27,41,40,59,72
B. Galván,18,Argentina,Club Atlético Colón,60,77,425000,3,2,RES,77,54,56,63,47,54
J. Lahne,17,Sweden,Amiens SC,60,77,425000,3,3,SUB,92,58,51,63,35,64
K. Sessa,18,Germany,1. FC Heidenheim 1846,60,77,425000,3,3,SUB,71,42,59,69,49,45
R. Edmondson,18,England,Leeds United,60,77,425000,4,2,RES,58,60,38,55,25,71
A. Nava,19,Mexico,Club Tijuana,60,77,450000,3,2,SUB,61,51,60,63,45,42
A. Tripaldelli,20,Italy,Sassuolo,60,77,425000,3,2,RES,60,33,46,61,60,58
Algobia,20,Spain,Rayo Vallecano,60,77,450000,3,2,RES,45,52,58,61,54,48
K. Cannavò,19,Italy,Empoli,60,77,450000,3,2,SUB,81,58,49,56,28,57
H. Luna,19,Colombia,Unión Magdalena,60,77,450000,2,2,RM,71,47,55,64,26,49
A. Ayala,19,Argentina,Estudiantes de La Plata,60,77,425000,3,2,SUB,65,41,55,60,60,52
C. Aguirre,20,Mexico,Club Necaxa,60,77,450000,2,2,RES,69,57,56,63,28,52
T. Nkada,19,France,Stade de Reims,60,77,450000,3,3,RES,74,60,49,62,22,48
T. Sabitzer,18,Austria,LASK Linz,60,77,425000,3,2,SUB,72,56,52,64,23,47
Carlos Kevin,18,Spain,SD Huesca,60,77,425000,2,2,RES,57,60,47,59,26,63
A. Dallas,19,Scotland,Cambridge United,60,77,450000,3,2,LS,81,57,44,58,28,59
P. Mukairu,19,Nigeria,Antalyaspor,60,77,450000,3,2,SUB,86,64,51,58,29,44
F. Çetinkaya,18,Turkey,Kasimpaşa SK,60,77,400000,2,2,SUB,60,27,31,35,61,62
D. Duhaney,20,England,Huddersfield Town,60,76,425000,3,2,RES,70,33,48,59,57,64
E. Embleton,20,England,Sunderland,60,76,450000,5,2,CAM,61,54,59,61,52,54
S. Lomónaco,20,Argentina,Godoy Cruz,60,76,450000,3,2,SUB,69,55,45,62,21,53
S. Stubbs,20,England,Hamilton Academical FC,60,76,425000,3,2,SUB,48,29,39,49,59,62
F. Myhre,20,Norway,Vålerenga Fotball,60,76,425000,3,2,SUB,58,46,56,63,54,61
E. Botheim,19,Norway,Rosenborg BK,60,76,450000,3,2,SUB,65,61,40,58,27,57
J. Moder,20,Poland,Lech Poznań,60,76,450000,2,2,SUB,61,57,55,57,54,69
P. Sussek,19,Germany,FC Ingolstadt 04,60,76,450000,3,3,SUB,73,48,54,67,25,48
O. Bailey,19,England,Birmingham City,60,76,450000,2,3,RES,71,55,53,63,23,51
I. Ogbu,19,Nigeria,Rosenborg BK,60,76,425000,3,2,SUB,66,39,50,54,57,69
Álvaro García,19,Spain,Albacete BP,60,76,450000,3,2,RES,66,46,58,59,55,64
A. Nguiamba,20,France,AS Nancy Lorraine,60,76,425000,3,2,SUB,64,36,53,59,58,62
O. Atilgan,19,Germany,SG Dynamo Dresden,60,76,450000,3,2,SUB,76,56,51,62,26,54
A. Verda,20,Mexico,Querétaro,60,76,450000,3,2,RES,57,63,44,52,23,47
M. Kaufmann,18,Denmark,Aalborg BK,60,76,425000,3,2,LW,70,59,45,56,17,61
M. Kumbulla,19,Albania,Hellas Verona,60,76,425000,3,2,RES,58,28,35,34,62,62
A. Baroan,19,France,Chamois Niortais Football Club,60,76,450000,3,2,SUB,77,56,57,60,26,51
E. Majetschak,19,Germany,FC Erzgebirge Aue,60,76,450000,4,2,RES,56,57,62,59,42,54
K. Arima,18,Japan,Kashima Antlers,60,76,425000,3,2,RES,67,52,54,64,31,49
T. Ducrocq,19,France,Racing Club de Lens,60,76,450000,3,2,RES,69,45,59,61,48,50
K. Mouanga,18,France,Angers SCO,60,76,400000,3,2,RES,55,31,35,38,61,66
R. Fernández,19,Bolivia,Bolivia,60,76,0,2,2,,62,29,52,49,55,56
S. Soto,18,United States,Hannover 96,60,76,425000,3,2,RES,66,60,45,57,22,56
M. Diarra,18,France,Toulouse Football Club,60,76,400000,2,2,SUB,63,31,44,58,60,51
B. Ndilu,18,France,FC Nantes,60,76,425000,3,2,RES,60,61,47,57,20,56
A. Francis,18,Ghana,FC Nordsjælland,60,76,425000,3,2,SUB,75,48,57,65,44,62
R. Yilmaz,18,Turkey,Beşiktaş JK,60,76,400000,3,2,RES,67,45,50,61,57,55
C. Ainley,21,England,Crewe Alexandra,60,75,450000,2,3,SUB,69,46,56,65,37,51
I. Wilson,20,Scotland,Kilmarnock,60,75,425000,3,2,SUB,63,40,53,60,54,75
M. Ndjoli,20,England,Gillingham,60,75,450000,4,2,RM,71,60,49,60,26,62
L. Rivas,19,Argentina,Club Atlético Talleres,60,75,450000,3,3,SUB,76,50,57,66,33,42
M. Pompetti,19,Italy,Sampdoria,60,75,450000,4,2,RES,55,37,62,60,41,48
Liu Ruofan,20,China PR,Shanghai Greenland Shenhua FC,60,75,450000,4,2,SUB,73,52,54,61,23,59
I. Kanu,19,England,Peterborough United,60,75,450000,3,2,SUB,77,58,39,64,24,56
G. Gori,20,Italy,Fiorentina,60,75,450000,3,2,RES,51,63,47,56,25,49
F. Murray,20,Scotland,Hibernian,60,75,450000,3,3,SUB,71,51,57,60,34,48
E. Chilufya,19,Zambia,Djurgårdens IF,60,75,450000,3,2,SUB,85,54,40,68,24,47
D. Wanner,20,Germany,Borussia Dortmund,60,75,450000,3,3,RES,67,55,55,66,37,53
N. Mekonnen,19,Germany,SC Preußen Münster,60,75,425000,3,2,SUB,65,41,55,59,57,60
A. Gürleyen,20,Germany,1. FSV Mainz 05,60,75,425000,3,2,SUB,55,37,43,41,55,73
M. Młyński,18,Poland,Arka Gdynia,60,75,425000,3,2,SUB,77,50,55,60,40,57
M. Talbi,21,France,Çaykur Rizespor,60,75,425000,3,2,SUB,56,30,37,42,61,56
M. Belkheir,20,Algeria,Torino,60,75,450000,3,2,RES,73,57,51,61,29,60
F. Schwarzholz,19,Germany,FC Augsburg,60,75,425000,3,2,RES,59,38,55,56,57,59
E. Bullaude,18,Argentina,Godoy Cruz,60,75,425000,3,2,SUB,63,59,53,61,20,50
R. Sans,20,France,FC Sochaux-Montbéliard,60,75,425000,2,2,RES,65,39,53,60,57,53
S. Mackie,20,Scotland,Hibernian,60,75,425000,3,2,LB,78,40,56,63,52,69
B. Moltenis,20,France,FC Sochaux-Montbéliard,60,75,425000,3,2,RES,59,29,42,46,60,60
J. Sánchez de León,19,Argentina,Racing Club,60,75,425000,3,2,RES,62,33,43,49,59,60
R. González,19,Argentina,Rosario Central,60,75,400000,3,2,RES,71,32,48,62,56,47
M. Minchev,18,Bulgaria,Bulgaria,60,75,0,3,2,,62,57,53,56,43,54
A. Lungwitz,18,Germany,SpVgg Greuther Fürth,60,75,400000,2,2,SUB,65,38,48,55,60,61
K. Ehlers,18,Germany,SG Dynamo Dresden,60,75,400000,3,2,CB,59,28,43,42,60,64
Patrick,20,Brazil,FC Sion,60,75,450000,4,2,SUB,66,62,48,62,18,54
A. Ugur,18,Belgium,Fortuna Sittard,60,75,425000,3,3,LCM,71,45,60,65,53,48
S. Bakaev,19,Russia,Spartak Moscow,60,75,450000,4,2,RES,78,53,53,63,34,48
Ismael,18,Spain,Real Betis,60,75,425000,3,2,RES,66,54,58,62,56,53
Rúben Fonseca,19,Portugal,CD Tondela,60,75,450000,3,2,SUB,53,59,40,54,28,63
V. Pinto,18,Italy,Spezia,60,75,425000,3,2,SUB,64,57,36,59,19,60
I. Buckley-Ricketts,21,England,Peterborough United,60,74,450000,2,4,RES,81,52,51,65,23,48
J. Tilley,21,England,Brighton & Hove Albion,60,74,450000,3,3,RES,68,55,57,65,22,49
C. Kahraman,20,Turkey,1. FC Union Berlin,60,74,450000,2,2,RES,65,56,55,62,48,51
A. Maldonado,21,Argentina,Club Atlético Banfield,60,74,425000,3,2,SUB,49,28,35,38,59,71
S. Smith,21,England,Cambridge United,60,74,450000,3,2,SUB,68,60,49,54,22,53
S. Pasquali,19,Australia,Western United FC,60,74,450000,3,3,SUB,66,49,59,63,54,53
M. İnan,19,Turkey,Antalyaspor,60,74,450000,3,2,RES,63,47,56,61,54,63
Yeun Jong Gyu,21,Korea Republic,FC Seoul,60,74,450000,3,2,RM,74,38,55,58,56,59
C. O'Hare,21,England,Aston Villa,60,74,450000,3,3,RES,72,55,56,64,45,50
N. Røjkjær,20,Denmark,Esbjerg fB,60,74,450000,3,2,SUB,70,57,56,62,24,55
A. Hartigan,19,England,AFC Wimbledon,60,74,450000,3,2,CM,66,53,59,60,53,61
M. Fossey,20,United States,Fulham,60,74,425000,3,2,RES,77,39,48,63,54,58
R. Boultam,21,Netherlands,US Cremonese,60,74,450000,3,2,SUB,63,46,58,63,48,66
R. Souici,21,France,Servette FC,60,74,450000,3,2,SUB,64,48,58,61,53,62
C. Hendry,21,Scotland,St. Johnstone FC,60,74,450000,4,3,SUB,69,61,44,64,23,51
F. Malagueño,20,Argentina,Club Atlético Talleres,60,74,425000,2,2,RES,72,33,41,60,57,51
A. Al Hamdan,19,Saudi Arabia,Al Shabab,60,74,450000,4,2,SUB,68,58,41,57,19,62
M. Čović,21,Germany,Hertha BSC,60,74,450000,4,3,RES,70,44,55,70,35,33
S. Asta,18,Germany,FC Augsburg,60,74,400000,3,3,RES,67,31,46,61,60,58
C. Palacios,18,Chile,Unión Española,60,74,425000,3,2,SUB,72,54,53,61,28,54
T. Badaloni,19,Argentina,Godoy Cruz,60,74,450000,3,2,SUB,57,60,47,57,25,57
T. van den Belt,18,Netherlands,PEC Zwolle,60,74,425000,3,3,SUB,60,44,60,60,56,40
S. Tiffoney,20,Scotland,Livingston FC,60,74,450000,3,2,SUB,77,56,53,63,28,43
B. Hadžić,20,Bosnia Herzegovina,Hannover 96,60,74,450000,3,2,RES,46,61,47,55,27,63
N. Capaldo,21,Argentina,Boca Juniors,60,74,450000,3,2,RES,66,54,62,61,47,57
J. Rivera,21,Colombia,Atlético Nacional,60,74,450000,2,2,SUB,77,54,51,63,18,54
I. Baidoo,20,Ghana,Górnik Zabrze,60,74,450000,3,3,SUB,80,54,50,65,25,54
Li Haoran,19,China PR,Royal Antwerp FC,60,74,450000,3,3,RES,71,49,55,69,46,47
D. Köhn,20,Germany,Bayern München II,60,74,425000,3,2,SUB,79,31,43,60,54,63
A. Maiz,18,Paraguay,Defensa y Justicia,60,74,425000,3,2,RES,68,48,60,63,57,53
M. Çapkan,19,Turkey,Çaykur Rizespor,60,74,450000,2,2,SUB,66,50,56,68,34,45
G. Lapslie,21,England,Charlton Athletic,60,73,400000,3,2,SUB,65,43,55,62,55,40
K. Benyu,21,Zimbabwe,Helsingborgs IF,60,73,400000,3,3,SUB,70,54,61,65,52,61
H. Coulson,21,England,Middlesbrough,60,73,375000,3,3,SUB,74,38,52,62,54,57
F. Puntoriere,21,Italy,Virtus Entella,60,73,400000,3,2,RES,73,56,43,63,24,49
M. Di Paola,21,Italy,Virtus Entella,60,73,400000,3,2,RES,60,47,56,59,53,51
A. Lewis,21,Wales,Lincoln City,60,73,375000,3,2,SUB,68,38,41,56,60,69
R. Hale,20,Republic of Ireland,St. Patrick's Athletic,60,73,400000,3,2,SUB,73,59,54,60,26,62
M. Mølvadgaard,19,Denmark,Randers FC,60,73,400000,3,3,SUB,76,57,46,60,24,61
D. Franke,20,Germany,SV Wehen Wiesbaden,60,73,375000,3,2,SUB,66,33,52,63,59,59
K. Denkey,18,Togo,Nîmes Olympique,60,73,375000,2,2,SUB,68,59,42,60,23,61
J. Torres,19,United States,New York City FC,60,73,375000,3,2,SUB,62,38,57,59,60,53
J. Díaz,21,Argentina,Estudiantes de La Plata,60,73,375000,3,2,SUB,66,41,45,50,61,60
H. Al Ghamdi,20,Saudi Arabia,Ettifaq FC,60,73,400000,4,2,SUB,71,57,58,67,51,40
